Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS05890,sapF,0.1893208716666667,-2.0789,3.2929,3h_SI9,3h,SI9,6h_SI4,6h,SI4,5.3718
N900_RS05895,gsiA,-0.1353688,-2.3871,2.9428,12h_SI9,12h,SI9,3h_SI1,3h,SI1,5.3299
N900_RS05900,sapC,-0.337086685,-2.2692,1.7118,12h_SI6,12h,SI6,6h_SI5,6h,SI5,3.981
N900_RS05905,sapB,-0.6053285166666668,-3.0472,2.9948,12h_SI9,12h,SI9,1h_SI1,1h,SI1,6.042
N900_RS05910,ABC transporter substrate-binding protein_2,0.412854125,-1.0914,3.5603,12h_co,12h,co,3h_SI4,3h,SI4,4.6517
N900_RS05915,pspF,1.40198918,-0.20303,4.6438,1h_SI6,1h,SI6,6h_SI4,6h,SI4,4.84683
N900_RS05920,pspA,0.20942451999999998,-1.4078,3.3456,3h_SI9,3h,SI9,3h_SI5,3h,SI5,4.7534
N900_RS05925,pspB,0.38443006666666674,-1.4103,3.9275,6h_SI3,6h,SI3,3h_st,3h,st,5.3378000000000005
N900_RS05930,pspC,0.8177053933333335,-0.5877,3.8033,1h_st,1h,st,6h_SI2,6h,SI2,4.391
N900_RS05935,ttgG,1.1422450666666668,-0.74901,4.8566,12h_st,12h,st,1h_SI1,1h,SI1,5.60561
N900_RS05940,efflux RND transporter periplasmic adaptor subunit,1.093318625,-0.48484,4.5306,1h_SI7,1h,SI7,6h_SI1,6h,SI1,5.01544
N900_RS05945,vexK,1.0636074000000002,-0.6323,3.2934,1h_st,1h,st,24h_SI1,24h,SI1,3.9257
N900_RS05950,tag,0.89595235,-0.50414,3.4815,3h_st,3h,st,6h_SI4,6h,SI4,3.98564
N900_RS05955,metC,0.6725494999999999,-0.6194,2.7035,6h_st,6h,st,3h_SI3,3h,SI3,3.3228999999999997
N900_RS05960,clsA,0.4968134999999999,-1.2903,3.3304,3h_ce,3h,ce,6h_SI4,6h,SI4,4.6207
N900_RS05965,sodium-dependent transporter_3,0.6845231826666667,-0.74027,3.142,6h_st,6h,st,1h_st,1h,st,3.88227
N900_RS05970,TIGR01621 family pseudouridine synthase,0.4516478333333334,-0.99179,3.3791,6h_SI9,6h,SI9,12h_st,12h,st,4.37089
N900_RS05975,ynjF,0.5720633216666667,-0.72954,3.5696,3h_SI2,3h,SI2,6h_ce,6h,ce,4.2991399999999995
N900_RS05980,malK_1,1.3904797083333333,-0.33479,4.5215,1h_SI7,1h,SI7,3h_st,3h,st,4.8562899999999996
N900_RS05985,ABC transporter permease subunit_1,0.007286983333333362,-1.6819,3.4687,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.1506
N900_RS05990,ynjB,0.7727300358833333,-0.71241,4.009,1h_co,1h,co,3h_st,3h,st,4.7214100000000006
N900_RS05995,hslJ,0.9157164216666664,-0.51588,3.4316,24h_SI1,24h,SI1,3h_SI1,3h,SI1,3.94748
N900_RS06000,N900_RS06000,0.9870071166666665,-0.71271,5.7034,6h_SI4,6h,SI4,3h_SI3,3h,SI3,6.41611
N900_RS06005,N900_RS06005,-0.12930091666666665,-1.6707,2.9953,12h_SI4,12h,SI4,1h_co,1h,co,4.666
N900_RS06010,ybhS,0.7514581333333332,-0.70059,4.3725,6h_SI4,6h,SI4,6h_st,6h,st,5.07309
N900_RS06015,ybhF,1.3757755999999999,-0.016912,5.0984,1h_SI5,1h,SI5,3h_st,3h,st,5.115311999999999
N900_RS06020,HlyD family efflux transporter periplasmic adaptor subunit,0.6956734433333334,-0.6512,3.5562,1h_st,1h,st,6h_SI1,6h,SI1,4.2074
N900_RS06025,sdaC,1.45522935,-0.25703,4.9774,1h_SI5,1h,SI5,3h_SI3,3h,SI3,5.234430000000001
N900_RS06030,eamA_5,1.5007903333333332,-0.87426,4.8653,1h_co,1h,co,6h_SI3,6h,SI3,5.739560000000001
N900_RS06035,mgtE_2,1.1067607683333334,-1.2991,3.8558,1h_SI7,1h,SI7,3h_SI4,3h,SI4,5.1549
N900_RS06040,rcsC_2,0.005152595000000019,-3.9309,4.1768,12h_SI8,12h,SI8,12h_SI1,12h,SI1,8.1077
N900_RS06045,vieA,1.2064602833333333,-0.24332,3.6892,3h_co,3h,co,3h_SI5,3h,SI5,3.9325200000000002
N900_RS06050,response regulator_1,0.810921135,-0.45239,3.88,6h_st,6h,st,3h_SI4,3h,SI4,4.33239
N900_RS06055,Pseudogene_N900_RS06055,0.9697463166666668,-0.17048,3.9766,1h_SI7,1h,SI7,6h_st,6h,st,4.14708
N900_RS06060,vesC,0.7519662216666666,-0.56573,3.2696,3h_st,3h,st,3h_SI1,3h,SI1,3.83533
N900_RS06065,sgrR_1,0.5030440516666667,-0.72733,4.3474,6h_co,6h,co,3h_st,3h,st,5.074730000000001
N900_RS06070,N900_RS06070,0.5034216666666667,-0.98654,3.8765,12h_st,12h,st,1h_SI1,1h,SI1,4.86304
N900_RS06080,N900_RS06080,0.8360154400000002,-0.92041,3.9426,6h_SI1,6h,SI1,1h_SI1,1h,SI1,4.86301
N900_RS06085,methyl-accepting chemotaxis protein_8,1.1758768,-0.37777,4.4244,1h_SI8,1h,SI8,3h_SI3,3h,SI3,4.80217
N900_RS06090,N900_RS06090,0.8432739333333333,-0.53219,3.2107,3h_SI4,3h,SI4,3h_st,3h,st,3.74289
N900_RS06095,N900_RS06095,1.2943055833333335,0.036525,4.5253,6h_SI4,6h,SI4,6h_SI1,6h,SI1,4.4887749999999995
N900_RS06100,bluF,0.6029154,-1.0979,4.6549,3h_SI8,3h,SI8,12h_SI1,12h,SI1,5.7528
N900_RS06110,sensor histidine kinase_1,-0.64541843,-3.1373,3.8074,1h_SI4,1h,SI4,3h_SI3,3h,SI3,6.9447
N900_RS06120,membrane protein_6,0.3729076166666667,-1.8226,4.2007,24h_SI3,24h,SI3,12h_SI1,12h,SI1,6.023300000000001
N900_RS06125,radD,-0.32587666666666665,-1.9544,3.3816,12h_SI8,12h,SI8,6h_SI3,6h,SI3,5.336
N900_RS06130,rsuA,0.8846858233333335,-0.66437,4.6079,3h_SI4,3h,SI4,3h_SI3,3h,SI3,5.27227
N900_RS06135,bcr_1,0.43592040000000004,-1.01,3.8872,12h_SI6,12h,SI6,1h_SI1,1h,SI1,4.8972
N900_RS06140,N900_RS06140,0.75492093,-0.91515,3.7215,1h_ce,1h,ce,3h_SI3,3h,SI3,4.6366499999999995
N900_RS06145,Putative NAD(P)-binding protein YbjT_BLAST,1.2660860333333332,-0.30178,4.3368,1h_SI6,1h,SI6,6h_SI4,6h,SI4,4.63858
N900_RS06150,norM_2,-0.47219985000000003,-2.6746,4.6055,3h_SI6,3h,SI6,6h_SI3,6h,SI3,7.2801
N900_RS06155,lolD_2,0.9367486833333332,-0.79434,3.64,1h_SI2,1h,SI2,3h_SI3,3h,SI3,4.434340000000001
N900_RS06160,ABC transporter permease_1,1.3019424733333333,-0.24903,3.2485,3h_co,3h,co,6h_SI4,6h,SI4,3.49753
N900_RS06165,attH,1.1844797733333334,-0.42195,3.9753,6h_st,6h,st,3h_SI2,3h,SI2,4.39725
N900_RS06170,nhaA,1.1565925333333336,-0.68908,4.7214,6h_co,6h,co,3h_SI2,3h,SI2,5.41048
N900_RS06175,argD,0.9509754166666666,-2.0934,4.965,1h_SI2,1h,SI2,12h_SI2,12h,SI2,7.0584
N900_RS06180,VC_1624_BLAST,1.0404717166666666,-0.56893,6.0349,1h_SI4,1h,SI4,3h_st,3h,st,6.60383
N900_RS06185,nspC,0.6152272833333333,-0.80671,3.1965,6h_SI9,6h,SI9,3h_SI4,3h,SI4,4.00321
N900_RS06190,oprF,0.6862034933333333,-0.50035,3.268,6h_SI2,6h,SI2,3h_SI6,3h,SI6,3.76835
N900_RS06195,bepC,1.4891323166666666,0.052564,5.2696,1h_SI8,1h,SI8,3h_SI1,3h,SI1,5.217035999999999
N900_RS06200,Pseudogene_N900_RS06200,0.9270737666666664,-0.45709,3.7651,1h_SI6,1h,SI6,6h_st,6h,st,4.222189999999999
N900_RS06210,N900_RS06210,0.8064984333333333,-0.51619,4.4575,6h_SI7,6h,SI7,3h_SI5,3h,SI5,4.9736899999999995
N900_RS06215,N900_RS06215,0.31736758000000004,-1.2355,3.5411,6h_SI4,6h,SI4,3h_st,3h,st,4.7766
N900_RS06220,ynfM,0.8763427666666668,-0.55502,3.4905,1h_st,1h,st,6h_SI4,6h,SI4,4.04552
N900_RS06225,LysR family transcriptional regulator_5,0.931498155,-1.7134,6.8158,1h_SI9,1h,SI9,3h_st,3h,st,8.5292
N900_RS06230,"glutaredoxin, putative",0.13049939999999996,-1.8429,4.9277,1h_SI2,1h,SI2,6h_SI1,6h,SI1,6.7706
N900_RS06235,ygjP,1.10176135,-0.63341,4.6717,1h_co,1h,co,3h_SI2,3h,SI2,5.305110000000001
N900_RS06240,rlmF,0.5804932050000001,-0.82616,4.1722,12h_st,12h,st,3h_st,3h,st,4.99836
N900_RS06245,N900_RS06245,-1.1752615149999999,-3.4124,2.9078,6h_SI5,6h,SI5,3h_SI6,3h,SI6,6.3202
N900_RS06250,pilW,1.0629094,-0.28585,3.7715,1h_SI8,1h,SI8,3h_SI3,3h,SI3,4.0573500000000005
N900_RS06255,metA,1.2950797666666667,-0.11409,5.1939,3h_SI1,3h,SI1,6h_SI2,6h,SI2,5.30799
N900_RS06260,ATP-binding protein_1,1.1520138611666666,-0.34633,4.6917,6h_SI4,6h,SI4,6h_st,6h,st,5.03803
N900_RS06265,ABC transporter permease_4,0.34822705000000004,-2.6924,4.9633,1h_SI4,1h,SI4,3h_SI1,3h,SI1,7.6557
N900_RS06270,ABC transporter permease_3,-0.515561175,-2.5446,2.7036,1h_SI3,1h,SI3,3h_SI3,3h,SI3,5.2482
N900_RS06275,HlyD family secretion protein,-0.7448976499999999,-2.495,3.4803,1h_SI4,1h,SI4,3h_SI3,3h,SI3,5.975300000000001
N900_RS06280,N900_RS06280,-1.3573059500000002,-5.3348,3.6508,6h_SI6,6h,SI6,12h_SI1,12h,SI1,8.9856
N900_RS06285,N900_RS06285,0.1098667781666667,-2.7977,5.2848,12h_SI8,12h,SI8,3h_SI2,3h,SI2,8.0825
N900_RS06290,dpiB,0.6342087499999999,-0.88658,4.136,3h_SI7,3h,SI7,6h_ce,6h,ce,5.0225800000000005
N900_RS06295,citT,0.6784158483333333,-0.58417,3.4302,3h_st,3h,st,12h_st,12h,st,4.01437
N900_RS06300,amino acid ABC transporter substrate-binding protein,1.67125445,-0.16746,5.6876,1h_SI4,1h,SI4,12h_SI1,12h,SI1,5.85506
N900_RS06305,chev_1,1.4909893333333335,-0.30907,5.2178,1h_SI9,1h,SI9,12h_SI2,12h,SI2,5.526870000000001
N900_RS06310,N900_RS06310,0.8199282166666669,-0.46333,4.6233,6h_st,6h,st,6h_SI1,6h,SI1,5.08663
N900_RS06315,N900_RS06315,0.9638124833333332,-0.5038,3.618,1h_SI9,1h,SI9,6h_SI3,6h,SI3,4.1218
N900_RS06320,sensor domain-containing diguanylate cyclase_3,-0.23166758333333334,-1.9308,3.4321,24h_st,24h,st,3h_SI3,3h,SI3,5.3629
N900_RS06335,ABC transporter substrate-binding protein_7,0.8131936833333334,-1.2873,3.6511,6h_SI3,6h,SI3,3h_SI3,3h,SI3,4.9384
N900_RS06340,bmr3_1,0.35335963333333337,-1.0647,3.7852,3h_SI4,3h,SI4,3h_SI3,3h,SI3,4.8499
N900_RS06345,galT,-0.6258904,-2.3352,2.3864,12h_SI5,12h,SI5,6h_SI3,6h,SI3,4.7216000000000005
N900_RS06350,galK,-0.24927028333333334,-1.8776,3.0163,6h_SI8,6h,SI8,6h_st,6h,st,4.8939
N900_RS06355,galM,0.4891164,-0.82597,3.1706,6h_st,6h,st,1h_SI1,1h,SI1,3.9965699999999997
N900_RS06360,N900_RS06360,0.6562077416666667,-0.81418,3.6856,3h_SI5,3h,SI5,6h_SI1,6h,SI1,4.49978
N900_RS06365,N900_RS06365,1.4543584666666665,-0.32706,6.1828,1h_SI8,1h,SI8,12h_st,12h,st,6.509860000000001
N900_RS06370,fabG_3,1.22217805,-0.34277,4.5641,1h_SI6,1h,SI6,1h_st,1h,st,4.90687
N900_RS06375,alsS,0.9845323333333333,-0.69278,4.6147,6h_SI2,6h,SI2,3h_SI2,3h,SI2,5.30748
N900_RS06385,LysR family transcriptional regulator_6,0.11316683666666666,-1.4342,3.4431,24h_SI1,24h,SI1,3h_SI2,3h,SI2,4.8773
N900_RS06390,ykgB,-0.13443480000000002,-1.6314,3.1552,12h_SI8,12h,SI8,12h_SI1,12h,SI1,4.7866
N900_RS06395,katB,0.02655542499999999,-2.2213,5.4507,6h_ce,6h,ce,3h_st,3h,st,7.672000000000001
N900_RS06400,ankB protein,0.4228683833333333,-0.94908,3.7949,1h_st,1h,st,6h_st,6h,st,4.7439800000000005
N900_RS06405,sodC,0.053715962833333325,-1.3075,3.0308,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.3383
N900_RS06410,dabA_BLAST,0.05664059999999997,-1.3993,3.2424,6h_SI1,6h,SI1,1h_st,1h,st,4.6417
N900_RS06415,dabB,1.09186875,-0.38913,4.0292,12h_st,12h,st,3h_SI1,3h,SI1,4.41833
N900_RS06420,LysR family transcriptional regulator_3,-0.0040467333333333595,-1.4142,3.0185,6h_SI4,6h,SI4,3h_SI2,3h,SI2,4.4327
N900_RS06425,almE,0.9466902666666666,-0.61522,4.662,24h_SI1,24h,SI1,3h_SI3,3h,SI3,5.27722
N900_RS06430,almF,-0.6555937166666668,-2.6337,4.2177,12h_SI1,12h,SI1,1h_SI1,1h,SI1,6.8514
N900_RS06435,almG,1.47984925,-0.054004,6.0282,1h_SI4,1h,SI4,3h_SI2,3h,SI2,6.082204
N900_RS06440,VCM66_1516_BLAST,-0.6578911000000001,-3.3508,1.5046,3h_SI9,3h,SI9,3h_SI7,3h,SI7,4.8553999999999995
N900_RS06445,N900_RS06445,0.5991164516666667,-0.64961,3.0447,6h_co,6h,co,3h_SI5,3h,SI5,3.69431
N900_RS06450,membrane protein_7,0.2462347666666667,-1.6661,5.0831,24h_st,24h,st,6h_ce,6h,ce,6.7492
N900_RS06455,fumC,0.5373946833333333,-1.5278,4.5736,24h_st,24h,st,3h_SI1,3h,SI1,6.1014
N900_RS06460,N900_RS06460,-1.0119508333333331,-2.5012,4.4822,24h_st,24h,st,3h_SI4,3h,SI4,6.9834
N900_RS06465,appC,1.1330999333333334,-0.66141,3.943,6h_SI6,6h,SI6,12h_SI1,12h,SI1,4.60441
N900_RS06470,appB,0.2744866666666666,-1.8986,3.9833,6h_SI1,6h,SI1,6h_ce,6h,ce,5.8819
N900_RS06475,yknY_2,0.29667531666666663,-2.0392,4.9901,6h_SI5,6h,SI5,1h_st,1h,st,7.0293
N900_RS06480,macB_1,0.9848011000000002,-0.48826,3.2274,1h_st,1h,st,6h_SI3,6h,SI3,3.7156599999999997
N900_RS06485,macB_2,1.370453883333333,-0.44865,4.1236,1h_SI9,1h,SI9,6h_ce,6h,ce,4.5722499999999995
N900_RS06490,tolc,0.3882127616666667,-2.6967,3.4288,6h_SI7,6h,SI7,12h_co,12h,co,6.1255
N900_RS06495,macA,1.1646526600000002,-0.10084,4.6484,1h_SI7,1h,SI7,12h_SI1,12h,SI1,4.7492399999999995
N900_RS06500,varG,-0.80341435,-3.7278,1.9281,12h_SI8,12h,SI8,24h_SI2,24h,SI2,5.6559
N900_RS06505,lysr_3,1.3686262649999998,-0.17954,5.1172,3h_SI4,3h,SI4,3h_st,3h,st,5.296740000000001
N900_RS06510,katG,1.6284244,-0.15532,6.1199,1h_SI7,1h,SI7,3h_SI1,3h,SI1,6.27522
N900_RS06515,bglA,0.3514252833333334,-1.2127,4.6944,6h_SI2,6h,SI2,3h_SI4,3h,SI4,5.9071
N900_RS06520,LacI family DNA-binding transcriptional regulator,0.21405076666666664,-1.4059,3.5196,12h_SI7,12h,SI7,3h_st,3h,st,4.9254999999999995
N900_RS06525,rutC,0.8426624833333332,-1.0713,3.4002,6h_SI5,6h,SI5,3h_SI5,3h,SI5,4.4715
N900_RS06530,Toxin-antitoxin biofilm protein TabA homolog_BLAST,0.7889990166666667,-0.54007,3.4739,3h_st,3h,st,6h_SI1,6h,SI1,4.0139700000000005
N900_RS06535,glpQ_1,-0.6283875833333333,-3.2997,3.3835,24h_ce,24h,ce,1h_SI1,1h,SI1,6.6832
N900_RS06540,glpR_1,0.15112328500000005,-1.2938,3.3732,3h_SI6,3h,SI6,6h_SI2,6h,SI2,4.667
N900_RS06545,ugpc,-0.01677286666666663,-1.8148,5.9263,12h_SI7,12h,SI7,6h_ce,6h,ce,7.7411
N900_RS06550,ugpE,-0.31219335,-2.0951,4.3218,24h_SI3,24h,SI3,3h_SI5,3h,SI5,6.4169
N900_RS06555,ugpA,0.9400644333333333,-0.67973,4.0264,12h_SI7,12h,SI7,3h_SI5,3h,SI5,4.70613
N900_RS06560,ugpB,0.19030280083333334,-2.3256,3.2723,6h_SI7,6h,SI7,6h_SI1,6h,SI1,5.5979
N900_RS06565,tonB,0.9359012466666665,-0.50393,6.0376,6h_co,6h,co,3h_st,3h,st,6.54153
N900_RS06570,mota,0.6697279516666667,-0.84504,3.8276,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.6726399999999995
N900_RS06575,tolQ_3,1.0613484833333333,-0.39571,4.9052,1h_st,1h,st,12h_SI1,12h,SI1,5.30091
N900_RS06580,exbd,0.913149545,-0.577,4.6941,1h_ce,1h,ce,6h_ce,6h,ce,5.2711
N900_RS06585,TonB_1,0.7636807999999998,-0.84175,4.443,6h_SI7,6h,SI7,6h_st,6h,st,5.28475
N900_RS06590,N900_RS06590,1.0068560766666665,-0.67461,4.6176,1h_ce,1h,ce,3h_SI3,3h,SI3,5.292210000000001
N900_RS06595,ligA_1,0.7796801688333332,-0.67142,3.8058,1h_st,1h,st,3h_SI3,3h,SI3,4.47722
N900_RS06600,N900_RS06600,0.4151725,-1.1839,4.3176,12h_ce,12h,ce,6h_st,6h,st,5.5015
N900_RS06605,vcmA,1.1191887350000003,-0.74045,5.9166,6h_co,6h,co,6h_ce,6h,ce,6.65705
N900_RS06610,CPXCG motif-containing cysteine-rich protein,1.3797458,-1.7883,6.0201,6h_SI7,6h,SI7,12h_SI1,12h,SI1,7.808400000000001
N900_RS06615,VC_1539_BLAST,0.0373588783333333,-1.4805,4.4597,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.9402
N900_RS06620,N900_RS06620,1.3867726166666665,-0.51522,4.4114,12h_st,12h,st,3h_st,3h,st,4.926620000000001
N900_RS06625,NlpC,0.5121922000000001,-1.0626,2.9137,12h_st,12h,st,6h_SI1,6h,SI1,3.9763
N900_RS06630,methyl-accepting chemotaxis protein_2,1.513814866666667,-0.23704,6.0849,1h_SI8,1h,SI8,6h_st,6h,st,6.321940000000001
N900_RS06635,N900_RS06635,0.21786024666666665,-1.5181,4.7797,12h_SI2,12h,SI2,3h_SI3,3h,SI3,6.2978000000000005
N900_RS06640,tRNA-uridine aminocarboxypropyltransferase_BLAST,0.7705398183333333,-0.9013,3.0311,3h_SI1,3h,SI1,1h_SI1,1h,SI1,3.9324
N900_RS06645,nagK,1.1228472183333336,-1.0026,4.1936,1h_SI4,1h,SI4,12h_st,12h,st,5.1962
N900_RS06650,N900_RS06650,0.009954808333333332,0.00012735,0.43711,1h_SI7,1h,SI7,3h_st,3h,st,0.43698265
N900_RS06655,N900_RS06655,1.0726542133333334,-0.36556,5.5148,12h_SI4,12h,SI4,3h_SI1,3h,SI1,5.8803600000000005
N900_RS06660,N900_RS06660,-0.15241848333333333,-1.9089,4.2832,3h_SI6,3h,SI6,6h_st,6h,st,6.1921
N900_RS06665,amino acid ABC transporter,1.0942079999999998,-0.47723,3.9824,3h_co,3h,co,3h_SI1,3h,SI1,4.45963
N900_RS06670,MoeA,1.494521666666667,0.15517,5.0099,1h_SI3,1h,SI3,3h_SI1,3h,SI1,4.85473
N900_RS06675,mobA,0.551868075,-0.77618,4.4296,24h_st,24h,st,12h_SI2,12h,SI2,5.20578
N900_RS06680,btuD_1,0.7745641216666667,-1.003,4.0921,24h_SI9,24h,SI9,12h_st,12h,st,5.0951
N900_RS06685,tupB,1.2047893056666663,-0.47567,4.8594,1h_ce,1h,ce,6h_SI1,6h,SI1,5.33507
N900_RS06690,tungsten ABC transporter substrate-binding protein,-0.013690531166666664,-1.834,4.7097,24h_st,24h,st,3h_SI1,3h,SI1,6.543699999999999
N900_RS06695,atoC_2,0.6521600499999999,-0.99036,4.9041,3h_st,3h,st,12h_st,12h,st,5.89446
N900_RS06700,sasA_2,0.48825141666666666,-0.65069,2.7977,1h_st,1h,st,6h_SI1,6h,SI1,3.44839
N900_RS06705,ybiT,1.2500275000000003,-0.51878,6.5922,1h_SI1,1h,SI1,3h_st,3h,st,7.11098
N900_RS06710,fdhD,0.8535228,-0.93791,5.0436,6h_co,6h,co,3h_SI1,3h,SI1,5.98151
N900_RS06715,N900_RS06715,0.5641505666666667,-1.1735,5.2824,1h_SI1,1h,SI1,3h_SI5,3h,SI5,6.4559
N900_RS06720,N900_RS06720,0.24696005000000001,-0.92208,2.9459,6h_SI8,6h,SI8,12h_st,12h,st,3.86798
N900_RS06725,napF_1,0.8388170416666666,-0.54609,4.4715,12h_st,12h,st,3h_st,3h,st,5.01759
N900_RS06730,molecular chaperone,0.6710938366666667,-0.71991,4.3707,1h_co,1h,co,6h_SI2,6h,SI2,5.09061
N900_RS06735,transcriptional initiation protein Tat,-0.43034179666666666,-2.0082,4.6355,24h_SI2,24h,SI2,6h_SI2,6h,SI2,6.643700000000001
N900_RS06740,napA_1,0.6587827950000001,-0.77882,3.7293,6h_SI4,6h,SI4,3h_SI4,3h,SI4,4.50812
N900_RS06745,fdhB1,0.20078578333333333,-0.97867,3.5238,6h_st,6h,st,1h_SI1,1h,SI1,4.50247
N900_RS06750,formate dehydrogenase subunit gamma,0.396028855,-1.4337,4.3571,12h_SI2,12h,SI2,3h_SI5,3h,SI5,5.7908
N900_RS06755,N900_RS06755,0.3686837583333333,-0.83096,2.5263,1h_ce,1h,ce,1h_co,1h,co,3.35726
N900_RS06760,cobB,1.0480848666666664,-0.46096,4.1241,1h_SI9,1h,SI9,3h_st,3h,st,4.58506
N900_RS06765,VC0395_A1115_BLAST,0.5598267833333334,-2.4472,5.517,6h_ce,6h,ce,3h_SI2,3h,SI2,7.9642
N900_RS06770,aroH,-0.0747758,-1.3166,2.9544,3h_SI2,3h,SI2,12h_SI2,12h,SI2,4.271
N900_RS06775,N900_RS06775,0.6013934333333335,-0.74408,3.7176,6h_st,6h,st,6h_SI2,6h,SI2,4.46168
N900_RS06780,N900_RS06780,0.9178522108333333,-0.66707,4.6613,6h_SI2,6h,SI2,6h_st,6h,st,5.32837
N900_RS06785,cvfB,-0.0924345,-2.5392,3.3421,3h_SI9,3h,SI9,1h_SI1,1h,SI1,5.8812999999999995
N900_RS06790,rsmF,0.667166275,-0.95031,3.9896,6h_SI6,6h,SI6,3h_SI3,3h,SI3,4.939909999999999
N900_RS06795,yebT,0.8016523616666668,-0.4925,3.4809,1h_st,1h,st,3h_SI1,3h,SI1,3.9734000000000003
N900_RS06800,paraquat-inducible protein A,0.9318864416666667,-0.8312,4.4398,1h_SI1,1h,SI1,3h_st,3h,st,5.271
N900_RS06805,ABC transporter ATP-binding protein_2,0.32236509999999996,-1.5613,4.7015,12h_SI4,12h,SI4,6h_SI1,6h,SI1,6.2628
N900_RS06810,msrC_BLAST,0.8131330200000001,-0.61003,4.5476,1h_st,1h,st,3h_SI3,3h,SI3,5.15763
N900_RS06815,proQ,0.07405420000000001,-1.8077,2.8845,1h_ce,1h,ce,3h_SI4,3h,SI4,4.6922
N900_RS06820,prc,-0.35085686666666666,-2.2908,3.5145,6h_SI1,6h,SI1,12h_SI1,12h,SI1,5.8053
N900_RS06825,N900_RS06825,0.45651191666666674,-0.90656,2.7194,3h_st,3h,st,3h_SI2,3h,SI2,3.62596
N900_RS06830,pepN,-0.14506495433333338,-1.5789,3.8089,12h_SI2,12h,SI2,6h_SI2,6h,SI2,5.3878
N900_RS06835,N900_RS06835,-0.10428771166666667,-1.3903,2.9967,3h_ce,3h,ce,12h_SI2,12h,SI2,4.3870000000000005
N900_RS06840,gdhB,0.8288471233333333,-1.7366,4.025,3h_SI7,3h,SI7,12h_SI2,12h,SI2,5.7616000000000005
N900_RS06845,pyrD,-0.7524003833333333,-4.032,3.3738,12h_SI8,12h,SI8,12h_st,12h,st,7.4058
N900_RS06850,zapc,-0.9523734166666667,-3.5584,2.9152,6h_ce,6h,ce,6h_st,6h,st,6.473599999999999
N900_RS06855,rlmKL,0.47590435000000014,-0.76432,4.4731,24h_SI3,24h,SI3,6h_st,6h,st,5.237419999999999
N900_RS06860,N900_RS06860,-1.4198218499999997,-4.1062,3.2189,6h_ce,6h,ce,1h_ce,1h,ce,7.325100000000001
N900_RS06865,uup,0.19111726666666665,-1.7814,3.3423,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.1236999999999995
N900_RS06875,rmf,1.46844075,-0.24621,5.1127,1h_SI6,1h,SI6,3h_SI2,3h,SI2,5.35891
N900_RS06880,fabA,1.8441144333333335,-0.062449,4.0446,6h_SI9,6h,SI9,12h_st,12h,st,4.107049
N900_RS06885,ATP-dependent protease LA-related protein,0.7964509666666668,-0.78672,4.6291,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.41582
N900_RS06890,matP,-0.1578106561666666,-2.9662,3.2171,1h_SI2,1h,SI2,3h_SI7,3h,SI7,6.1833
N900_RS06895,N900_RS06895,0.4865406500000001,-1.0144,4.3278,3h_SI6,3h,SI6,6h_st,6h,st,5.3422
N900_RS06900,N900_RS06900,1.2459248366666666,-0.24,5.2914,3h_SI4,3h,SI4,12h_st,12h,st,5.5314000000000005
N900_RS06945,N900_RS06945,0.013707350000000005,-2.0858,2.8167,3h_SI6,3h,SI6,3h_SI7,3h,SI7,4.9025
N900_RS06955,DNA replication protein_1,1.5418287666666664,-0.76994,4.6859,6h_SI4,6h,SI4,3h_SI3,3h,SI3,5.45584
N900_RS06980,DNA-binding protein,0.5111554333333335,-0.8985,2.9149,6h_st,6h,st,12h_SI1,12h,SI1,3.8133999999999997
N900_RS07000,rstc,-0.13306151666666663,-2.4485,2.4297,12h_SI3,12h,SI3,3h_SI7,3h,SI7,4.8782
N900_RS07020,colonization factor,0.2810398333333333,-1.2568,3.7478,3h_SI6,3h,SI6,3h_SI2,3h,SI2,5.0046
N900_RS07025,VC_1460_BLAST,0.18067133333333332,-1.0853,3.8395,3h_SI3,3h,SI3,6h_ce,6h,ce,4.9248
N900_RS07030,ace,0.4396666166666667,-0.94895,2.8272,6h_SI9,6h,SI9,12h_SI1,12h,SI1,3.77615
N900_RS07035,zot,0.8242189833333332,-0.85338,4.197,6h_SI4,6h,SI4,12h_SI1,12h,SI1,5.0503800000000005
N900_RS07040,ctxA,1.6031479666666668,-0.28437,5.9364,1h_SI5,1h,SI5,3h_SI4,3h,SI4,6.22077
N900_RS07045,ctxB,1.2130298333333334,-0.24055,4.3415,1h_SI7,1h,SI7,12h_SI3,12h,SI3,4.58205
N900_RS07050,rtxA,-0.30215816666666667,-1.6921,2.9957,3h_SI9,3h,SI9,1h_SI1,1h,SI1,4.687799999999999
N900_RS07055,toxin-activating lysine-acyltransferase,0.6039549883333334,-1.2957,4.1859,3h_ce,3h,ce,3h_SI5,3h,SI5,5.4816
N900_RS07060,N900_RS07060,-0.5776163333333334,-3.6267,4.6598,6h_co,6h,co,3h_SI5,3h,SI5,8.2865
